observation_date,number_found,common_name,running_total_per_species,running_total_all
2020-08-26,,Water Chestnut,,
2020-08-26,,Black Locust,,
2020-08-26,,"Common reed grass, phragmites",,
2020-08-26,,"Japanese Knotweed, Japanese Bamboo",,
2020-08-26,,Oriental Bittersweet,,
2020-08-26,,"Common reed grass, phragmites",,
2020-09-01,,Japanese Stiltgrass,,
2020-09-01,,Japanese Stiltgrass,,
2020-09-09,,"Common reed grass, phragmites",,
2020-09-09,,"Common reed grass, phragmites",,
2020-09-09,,Narrowleaf Cattail,,
2020-09-09,,"Common reed grass, phragmites",,
2020-09-09,,"Common reed grass, phragmites",,
2020-09-09,,Swallowwort (species unknown),,
2020-09-10,,"Common reed grass, phragmites",,
2020-09-10,,"Common reed grass, phragmites",,
2020-09-10,,"Common reed grass, phragmites",,
2020-09-10,,"Common reed grass, phragmites",,
2020-09-11,2.0,Purple Loosestrife,4817.0,1497768221.0
2020-09-14,500.0,"Common reed grass, phragmites",1497553771.0,1497768721.0
2020-09-15,,Pale Swallowwort,,
2020-09-15,1000.0,Pale Swallowwort,1000.0,1497769721.0
2020-09-24,,Privet (species unknown),,
2020-09-27,,Amur Honeysuckle,,
2020-09-29,,Spotted Knapweed,,
2020-09-29,,Mugwort,,
2020-09-29,,Spotted Knapweed,,
2020-09-29,,Spotted Knapweed,,
2020-09-29,,Mugwort,,
2020-09-29,,Mugwort,,
2020-09-30,5.0,Autumn Olive,5.0,1497769726.0
2020-09-30,,"Glossy Buckthorn, European Buckthorn",,
2020-09-30,,Japanese Honeysuckle,,
2020-09-30,1.0,Multiflora Rose,1.0,1497769727.0
2020-09-30,5.0,Black Locust,5.0,1497769732.0
2020-10-02,,Japanese Honeysuckle,,
2020-10-02,,"Glossy Buckthorn, European Buckthorn",,
2020-10-06,,Autumn Olive,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Japanese Holly,,
2020-10-06,,Toringo Crabapple,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,Black Locust,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Autumn Olive,,
2020-10-06,,"Common reed grass, phragmites",,
2020-10-06,,Japanese Barberry,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Wisteria (species unknown),,
2020-10-06,,"Glossy Buckthorn, European Buckthorn",,
2020-10-06,,Tea Viburnum,,
2020-10-06,,Wineberry,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,"Glossy Buckthorn, European Buckthorn",,
2020-10-06,,Japanese Barberry,,
2020-10-06,,Toringo Crabapple,,
2020-10-06,,Japanese Honeysuckle,,
2020-10-06,,Wisteria (species unknown),,
2020-10-06,,Siebold's Viburnum,,
2020-10-06,,"Burning Bush, Winged Euonymus",,
2020-10-06,,Japanese Honeysuckle,,
2020-10-06,,Tea Viburnum,,
2020-10-06,,Privet (species unknown),,
2020-10-06,,Amur Honeysuckle,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Greenstem Forsythia,,
2020-10-06,,Autumn Olive,,
2020-10-06,,Wineberry,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Honeysuckle (species unknown),,
2020-10-06,,Cherry (species unknown),,
2020-10-06,,Oriental Bittersweet,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,Mugwort,,
2020-10-06,,Autumn Olive,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,Autumn Olive,,
2020-10-06,,Mugwort,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,Multiflora Rose,,
2020-10-06,,Japanese Honeysuckle,,
2020-10-06,,"Burning Bush, Winged Euonymus",,
2020-10-06,,"Glossy Buckthorn, European Buckthorn",,
2020-10-06,,Honeysuckle (species unknown),,
2020-10-15,12.0,"Tree-of-heaven, Ailanthus",7596.0,1497769744.0
2020-10-17,,Bristly Lady's-thumb,,
2020-10-20,5.0,"Tree-of-heaven, Ailanthus",7601.0,1497769749.0
2020-11-06,50.0,"Tree-of-heaven, Ailanthus",7651.0,1497769799.0
2021-02-04,10000.0,Knotweed (species unknown),208153.0,1497779799.0
2021-02-05,100.0,Knotweed (species unknown),208253.0,1497779899.0
2021-03-04,1000.0,"Common reed grass, phragmites",1497554771.0,1497780899.0
2021-04-14,,Water Chestnut,,
2021-04-15,,Spongy Moth,,
2021-05-08,1.0,"Lesser celandine, Fig Buttercup",1.0,1497780900.0
2021-05-08,1.0,"Lesser celandine, Fig Buttercup",2.0,1497780901.0
2021-05-12,,Garlic Mustard,,
2021-05-12,,Morrows honeysuckle,,
2021-05-12,,Morrows honeysuckle,,
2021-05-12,,Morrows honeysuckle,,
2021-05-18,15.0,Hemlock Woolly Adelgid,15.0,1497780916.0
2021-05-18,12.0,Hemlock Woolly Adelgid,27.0,1497780928.0
2021-05-24,,Crown Vetch,,
2021-05-24,,Dame's Rocket,,
2021-05-24,,Bird's Foot Trefoil,,
2021-05-24,,Dame's Rocket,,
2021-05-24,,Dame's Rocket,,
2021-05-24,,Swallowwort (species unknown),,
2021-05-24,,Common Buckthorn,,
2021-05-24,,Dame's Rocket,,
2021-05-25,,Mugwort,,
2021-05-25,,Goutweed,,
2021-05-25,,Mugwort,,
2021-05-25,,Mugwort,,
2021-05-25,,"Japanese Knotweed, Japanese Bamboo",,
2021-05-25,,Honeysuckle (species unknown),,
2021-05-25,,"Japanese Knotweed, Japanese Bamboo",,
2021-05-25,,"Japanese Knotweed, Japanese Bamboo",,
2021-05-25,,"Japanese Knotweed, Japanese Bamboo",,
2021-05-25,,"Japanese Knotweed, Japanese Bamboo",,
2021-06-02,,"Tree-of-heaven, Ailanthus",,
2021-06-02,,Knotweed (species unknown),,
2021-06-02,,Crown Vetch,,
2021-06-02,,Knotweed (species unknown),,
2021-06-02,,Knotweed (species unknown),,
2021-06-02,,Dame's Rocket,,
2021-06-02,,Mugwort,,
2021-06-09,,Slender Falsebrome,,
2021-06-09,,Slender Falsebrome,,
2021-06-11,,Garlic Mustard,,
2021-06-11,,"Common reed grass, phragmites",,
2021-06-11,,Coltsfoot,,
2021-06-11,,Mugwort,,
2021-06-11,,Multiflora Rose,,
2021-06-11,,Honeysuckle (species unknown),,
2021-06-11,,Goutweed,,
2021-06-11,,Multiflora Rose,,
2021-06-11,,Black Locust,,
2021-06-11,,Garlic Mustard,,
2021-06-11,,Goutweed,,
2021-06-15,2.0,Slender Falsebrome,2.0,1497780930.0
2021-06-15,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,2.0,Slender Falsebrome,4.0,1497780932.0
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-16,,Slender Falsebrome,,
2021-06-20,,Pale Swallowwort,,
2021-06-22,,Slender Falsebrome,,
2021-06-22,,Slender Falsebrome,,
2021-06-22,,Slender Falsebrome,,
2021-06-22,,Slender Falsebrome,,
2021-06-22,,Slender Falsebrome,,
2021-06-22,2.0,Slender Falsebrome,6.0,1497780934.0
2021-06-22,,Slender Falsebrome,,
2021-06-26,10.0,Japanese Tree Lilac,10.0,1497780944.0
2021-07-01,1.0,Memorial Rose,1.0,1497780945.0
2021-07-01,,Multiflora Rose,,
2021-07-01,,Japanese Honeysuckle,,
2021-07-01,,Oriental Bittersweet,,
2021-07-01,,Black Swallowwort,,
2021-07-01,,Border Privet,,
2021-07-01,,Morrows honeysuckle,,
2021-07-01,,Porcelain Berry; Amur Peppervine,,
2021-07-02,,Slender Falsebrome,,
2021-07-13,,"Tree-of-heaven, Ailanthus",,
2021-07-13,,Japanese Stiltgrass,,
2021-07-14,,Mugwort,,
2021-07-14,,"Canada Thistle, Creeping Thistle",,
2021-07-14,,"Glossy Buckthorn, European Buckthorn",,
2021-07-14,,Common mullein,,
2021-07-14,,Wild Parsnip,,
2021-07-14,,Honeysuckle (species unknown),,
2021-07-14,,Chicory,,
2021-07-14,,Crown Vetch,,
2021-07-14,,Multiflora Rose,,
2021-07-14,,Honeysuckle (species unknown),,
2021-07-14,,Honeysuckle (species unknown),,
2021-07-14,,Narrowleaf Cattail,,
2021-07-15,,"Tree-of-heaven, Ailanthus",,
2021-07-21,,"Glossy Buckthorn, European Buckthorn",,
2021-07-21,,Multiflora Rose,,
2021-07-21,,Multiflora Rose,,
2021-07-21,,Multiflora Rose,,
2021-07-21,,"Common reed grass, phragmites",,
2021-07-21,,Honeysuckle (species unknown),,
2021-07-21,,Multiflora Rose,,
2021-07-21,,Periwinkle,,
2021-07-21,,"Blue Cat-tail, Hybrid Cattail",,
2021-07-21,,Periwinkle,,
2021-07-21,,Honeysuckle (species unknown),,
2021-07-21,,Chicory,,
2021-07-21,,"Glossy Buckthorn, European Buckthorn",,
2021-07-21,,Crown Vetch,,
2021-07-22,5.0,"Tree-of-heaven, Ailanthus",7656.0,1497780950.0
2021-07-28,,Japanese Stiltgrass,,
2021-07-31,,Japanese Stiltgrass,,
2021-08-13,,Japanese Stiltgrass,,
2021-08-16,,"Jumping Worms (species unknown), Asian jumping worms",,
2021-08-17,,Japanese Stiltgrass,,
2021-08-19,,Japanese Stiltgrass,,
2021-08-25,,Japanese Stiltgrass,,
2021-08-25,,Japanese Stiltgrass,,
2021-08-28,,Japanese Stiltgrass,,
2021-09-11,,Japanese Stiltgrass,,
2021-09-16,,Japanese Stiltgrass,,
2021-09-16,,Japanese Stiltgrass,,
2021-09-16,,Japanese Stiltgrass,,
2021-09-16,,Japanese Stiltgrass,,
2021-09-16,,Japanese Stiltgrass,,
2021-09-20,,Japanese Stiltgrass,,
2021-09-21,,Mugwort,,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Mugwort,,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Bristly Lady's-thumb,,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Multiflora Rose,,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-21,,Honeysuckle (species unknown),,
2021-09-23,,Japanese Stiltgrass,,
2021-09-23,,Oriental Bittersweet,,
2021-09-30,,Japanese Stiltgrass,,
2021-10-01,,"Common reed grass, phragmites",,
2021-10-01,,Bohemian knotweed,,
2021-10-07,3.0,Siberian Elm,3.0,1497780953.0
2021-10-07,,"Tree-of-heaven, Ailanthus",,
2021-10-08,,"Tree-of-heaven, Ailanthus",,
2021-10-15,,Japanese Barberry,,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Japanese Stiltgrass,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,"Jumping Worms (species unknown), Asian jumping worms",,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Mugwort,,
2021-10-15,,Japanese Stiltgrass,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Multiflora Rose,,
2021-10-15,,Privet (species unknown),,
2021-10-15,,Japanese Stiltgrass,,
2021-10-15,,Garlic Mustard,,
2021-10-15,,Japanese Stiltgrass,,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Mugwort,,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Japanese Stiltgrass,,
2021-10-15,,Privet (species unknown),,
2021-10-15,,Honeysuckle (species unknown),,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Oriental Bittersweet,,
2021-10-15,,Common Buckthorn,,
2021-10-15,,Common Buckthorn,,
2021-10-17,,"Jumping Worms (species unknown), Asian jumping worms",,
2021-11-24,,Silver Grass (species unknown),,
2022-04-24,20.0,"Lesser celandine, Fig Buttercup",22.0,1497780973.0
2022-04-28,,Garlic Mustard,,
2022-04-28,,Garlic Mustard,,
2022-04-29,4.0,"Lesser celandine, Fig Buttercup",26.0,1497780977.0
2022-05-01,,Japanese Tree Lilac,,
2022-05-10,,Garlic Mustard,,
2022-05-11,,Common Buckthorn,,
2022-05-13,,Japanese Barberry,,
2022-05-13,1000.0,Leafy Spurge,1000.0,1497781977.0
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Japanese Barberry,,
2022-05-17,,Oriental Bittersweet,,
2022-05-17,,Japanese Barberry,,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Garlic Mustard,,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Honeysuckle (species unknown),,
2022-05-17,,Japanese Barberry,,
2022-05-17,,"Common reed grass, phragmites",,
2022-05-17,,"Burning Bush, Winged Euonymus",,
2022-05-23,,Fullers Teasel,,
2022-05-23,,Crown Vetch,,
2022-05-24,,Common Buckthorn,,
2022-05-24,,Multiflora Rose,,
2022-05-24,,Honeysuckle (species unknown),,
2022-05-24,,Honeysuckle (species unknown),,
2022-05-24,,Multiflora Rose,,
2022-05-24,,Multiflora Rose,,
2022-05-24,,Multiflora Rose,,
2022-05-24,,Common Buckthorn,,
2022-05-24,,Honeysuckle (species unknown),,
2022-05-24,,Honeysuckle (species unknown),,
2022-05-24,,Privet (species unknown),,
2022-05-24,,Autumn Olive,,
2022-05-24,,Oriental Bittersweet,,
2022-05-24,,Multiflora Rose,,
2022-05-24,,Honeysuckle (species unknown),,
2022-05-24,,Common Buckthorn,,
2022-05-26,,Knotweed (species unknown),,
2022-05-26,,"Canada Thistle, Creeping Thistle",,
2022-05-26,,Wild Parsnip,,
2022-05-26,,Cutleaf teasel,,
2022-05-26,,Cutleaf teasel,,
2022-05-26,,Fullers Teasel,,
2022-05-26,,Crown Vetch,,
2022-05-26,,Crown Vetch,,
2022-05-26,,"Lesser celandine, Fig Buttercup",,
2022-05-26,,Wild Parsnip,,
2022-05-26,,Common mullein,,
2022-05-26,,Mugwort,,
2022-05-26,,Reed Canarygrass,,
2022-05-26,,Crown Vetch,,
2022-05-26,,Mugwort,,
2022-05-26,,Mugwort,,
2022-05-26,,Cutleaf teasel,,
2022-05-26,,Mugwort,,
2022-05-26,,Mugwort,,
2022-05-26,,Mugwort,,
2022-05-26,,Curly Pondweed,,
2022-05-26,,Crown Vetch,,
2022-05-26,,Crown Vetch,,
2022-05-26,,Wild Parsnip,,
2022-05-26,,"Japanese Knotweed, Japanese Bamboo",,
2022-05-26,,Cutleaf teasel,,
2022-05-27,,Garlic Mustard,,
2022-05-27,,Common Buckthorn,,
2022-05-27,,Honeysuckle (species unknown),,
2022-05-27,,Bull Thistle,,
2022-05-27,,"Tree-of-heaven, Ailanthus",,
2022-05-27,,Black Locust,,
2022-05-27,,Black Swallowwort,,
2022-05-27,,"Tree-of-heaven, Ailanthus",,
2022-05-27,,Black Swallowwort,,
2022-05-27,,Periwinkle,,
2022-05-27,,"Burning Bush, Winged Euonymus",,
2022-05-27,,Garlic Mustard,,
2022-05-27,,Mugwort,,
2022-05-27,,Black Locust,,
2022-05-27,,Bull Thistle,,
2022-05-27,,Black Locust,,
2022-05-27,,Mugwort,,
2022-05-27,,Black Locust,,
2022-05-27,,Mugwort,,
2022-05-27,,Common mullein,,
2022-05-27,,Common mullein,,
2022-05-27,,Honeysuckle (species unknown),,
2022-05-31,,Leafy Spurge,,
2022-06-01,,English Ivy,,
2022-06-02,,Common Buckthorn,,
2022-06-02,,Mugwort,,
2022-06-03,1793.0,"Mile-a-minute, Mile a minute weed",1793.0,1497783770.0
2022-06-06,,Black Locust,,
2022-06-06,,Common mullein,,
2022-06-06,,Black Swallowwort,,
2022-06-06,,Dame's Rocket,,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Wild Parsnip,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Privet (species unknown),,
2022-06-06,,Mugwort,,
2022-06-06,,Black Locust,,
2022-06-06,,Dame's Rocket,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Privet (species unknown),,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Dame's Rocket,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Black Swallowwort,,
2022-06-06,,Black Locust,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Bull Thistle,,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Oriental Bittersweet,,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Fullers Teasel,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Wild Parsnip,,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Common mullein,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Multiflora Rose,,
2022-06-06,,Mugwort,,
2022-06-06,,"Canada Thistle, Creeping Thistle",,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Common Buckthorn,,
2022-06-06,,Garlic Mustard,,
2022-06-06,,Bull Thistle,,
2022-06-06,,Dame's Rocket,,
2022-06-06,,Honeysuckle (species unknown),,
2022-06-06,,Mugwort,,
2022-06-08,,Slender Falsebrome,,
2022-06-10,,Common Buckthorn,,
2022-06-10,,Common Buckthorn,,
2022-06-10,,Purple Loosestrife,,
2022-06-10,10.0,Water Chestnut,2010.0,1497783780.0
2022-06-10,,Common Buckthorn,,
2022-06-13,,Purple Loosestrife,,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Purple Loosestrife,,
2022-06-13,,Dame's Rocket,,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Dame's Rocket,,
2022-06-13,,"Canada Thistle, Creeping Thistle",,
2022-06-13,,Common Buckthorn,,
2022-06-13,,Purple Loosestrife,,
2022-06-13,,Mugwort,,
2022-06-13,,Mugwort,,
2022-06-14,,Goutweed,,
2022-06-14,,Mugwort,,
2022-06-14,,Knotweed (species unknown),,
2022-06-14,,Mugwort,,
2022-06-14,,Honeysuckle (species unknown),,
2022-06-14,,Multiflora Rose,,
2022-06-14,,Narrowleaf Cattail,,
2022-06-14,,Multiflora Rose,,
2022-06-14,,Mugwort,,
2022-06-14,,Multiflora Rose,,
2022-06-14,,Multiflora Rose,,
2022-06-14,,Mugwort,,
2022-06-14,,Honeysuckle (species unknown),,
2022-06-14,,Multiflora Rose,,
2022-06-14,,Knotweed (species unknown),,
2022-06-14,,Black Locust,,
2022-06-14,,Rugosa Rose,,
2022-06-14,,Dame's Rocket,,
2022-06-14,,Honeysuckle (species unknown),,
2022-06-14,,Knotweed (species unknown),,
2022-06-14,,Honeysuckle (species unknown),,
2022-06-14,,Goutweed,,
2022-06-14,,Knotweed (species unknown),,
2022-06-14,,Knotweed (species unknown),,
2022-06-14,,Dame's Rocket,,
2022-06-14,,Mugwort,,
2022-06-14,,Honeysuckle (species unknown),,
2022-06-14,,Goutweed,,
2022-06-15,,"Japanese Knotweed, Japanese Bamboo",,
2022-06-15,,Oriental Bittersweet,,
2022-06-15,,"Japanese Knotweed, Japanese Bamboo",,
2022-06-15,,"Japanese Knotweed, Japanese Bamboo",,
2022-06-15,,Multiflora Rose,,
2022-06-15,,Oriental Bittersweet,,
2022-06-15,,"Japanese Knotweed, Japanese Bamboo",,
2022-06-16,,"Japanese Knotweed, Japanese Bamboo",,
2022-06-17,,Water Chestnut,,
2022-06-18,,Common Buckthorn,,
2022-06-18,,Purple Loosestrife,,
2022-06-18,,Dame's Rocket,,
2022-06-18,,Purple Loosestrife,,
2022-06-18,,Common Buckthorn,,
2022-06-18,,Common Buckthorn,,
2022-06-18,,Honeysuckle (species unknown),,
2022-06-18,,Common Buckthorn,,
2022-06-18,,Purple Loosestrife,,
2022-06-18,,Dame's Rocket,,
2022-06-18,,Purple Loosestrife,,
2022-06-18,,Purple Loosestrife,,
2022-06-18,,Honeysuckle (species unknown),,
2022-06-21,,False Spiraea,,
2022-06-22,,Multiflora Rose,,
2022-06-22,,Honeysuckle (species unknown),,
2022-06-22,,Reed Canarygrass,,
2022-06-22,,Honeysuckle (species unknown),,
2022-06-22,,Honeysuckle (species unknown),,
2022-06-22,10.0,Hemlock Woolly Adelgid,37.0,1497783790.0
2022-06-23,,Honeysuckle (species unknown),,
2022-06-23,,Honeysuckle (species unknown),,
2022-06-23,,Honeysuckle (species unknown),,
2022-06-23,,Honeysuckle (species unknown),,
2022-06-23,,Honeysuckle (species unknown),,
2022-06-23,,Honeysuckle (species unknown),,
2022-06-29,,Slender Falsebrome,,
2022-07-01,,"Tree-of-heaven, Ailanthus",,
2022-07-01,,"Tree-of-heaven, Ailanthus",,
2022-07-01,2.0,Beech leaf disease nematode,2.0,1497783792.0
2022-07-01,,"Tree-of-heaven, Ailanthus",,
2022-07-02,25.0,"Tree-of-heaven, Ailanthus",7681.0,1497783817.0
2022-07-04,4.0,"Tree-of-heaven, Ailanthus",7685.0,1497783821.0
2022-07-04,,Watercress,,
2022-07-06,,Eurasian Water-milfoil,,
2022-07-06,,Watercress,,
2022-07-06,3000.0,European Frogbit; Common Frogbit,3000.0,1497786821.0
2022-07-06,,Curly Pondweed,,
2022-07-06,,Japanese Stiltgrass,,
2022-07-06,,Japanese Stiltgrass,,
2022-07-07,20.0,"Tree-of-heaven, Ailanthus",7705.0,1497786841.0
2022-07-07,,Border Privet,,
2022-07-07,12.0,"Tree-of-heaven, Ailanthus",7717.0,1497786853.0
2022-07-07,,Japanese Angelica Tree,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,3.0,Privet (species unknown),3.0,1497786856.0
2022-07-07,,Multiflora Rose,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Border Privet,,
2022-07-07,1.0,Multiflora Rose,2.0,1497786857.0
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Privet (species unknown),,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Multiflora Rose,,
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Multiflora Rose,,
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,Japanese Honeysuckle,,
2022-07-07,,"Climbing Nightshade, Bittersweet Nightshade",,
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Honeysuckle (species unknown),,
2022-07-07,,Japanese Honeysuckle,,
2022-07-08,,Morrows honeysuckle,,
2022-07-08,,Oriental Bittersweet,,
2022-07-08,,Japanese Honeysuckle,,
2022-07-08,,"Common reed grass, phragmites",,
2022-07-08,,Japanese Honeysuckle,,
2022-07-08,,Border Privet,,
2022-07-08,,Morrows honeysuckle,,
2022-07-08,,Oriental Bittersweet,,
2022-07-08,,Morrows honeysuckle,,
2022-07-08,,"Asian Bush Clover, Chinese Lespedeza",,
2022-07-08,,Border Privet,,
2022-07-08,,Morrows honeysuckle,,
2022-07-08,,Japanese Honeysuckle,,
2022-07-08,,Oriental Bittersweet,,
2022-07-08,,California Privet,,
2022-07-08,,Oriental Bittersweet,,
2022-07-08,,Oriental Bittersweet,,
2022-07-08,,Japanese Honeysuckle,,
2022-07-08,,Border Privet,,
2022-07-11,100.0,Slender Falsebrome,106.0,1497786957.0
2022-07-11,100.0,Slender Falsebrome,206.0,1497787057.0
2022-07-12,10.0,"Tree-of-heaven, Ailanthus",7727.0,1497787067.0
2022-07-13,,Japanese Stiltgrass,,
2022-07-13,,Japanese Stiltgrass,,
2022-07-13,,Slender Falsebrome,,
2022-07-14,15.0,"Tree-of-heaven, Ailanthus",7742.0,1497787082.0
2022-07-15,15.0,"Tree-of-heaven, Ailanthus",7757.0,1497787097.0
2022-07-19,,"Common reed grass, phragmites",,
2022-07-19,,Pale Swallowwort,,
2022-07-19,,Japanese Stiltgrass,,
2022-07-19,,Honeysuckle (species unknown),,
2022-07-19,,Honeysuckle (species unknown),,
2022-07-19,,Mugwort,,
2022-07-19,,Mugwort,,
2022-07-19,,Honeysuckle (species unknown),,
2022-07-20,,Mugwort,,
2022-07-20,,Knapweed (species unknown),,
2022-07-20,,Honeysuckle (species unknown),,
2022-07-20,,"Tree-of-heaven, Ailanthus",,
2022-07-20,,"Tree-of-heaven, Ailanthus",,
2022-07-21,,Japanese Stiltgrass,,
2022-07-21,100.0,Multiflora Rose,102.0,1497787197.0
2022-07-21,,Japanese Stiltgrass,,
2022-07-22,,Multiflora Rose,,
2022-07-22,,Honeysuckle (species unknown),,
2022-07-22,,Common Buckthorn,,
2022-07-22,,Coltsfoot,,
2022-07-25,,European Frogbit; Common Frogbit,,
2022-07-27,1000.0,Flowering rush,1000.0,1497788197.0
2022-08-03,,Oriental Bittersweet,,
2022-08-03,,Japanese Stiltgrass,,
2022-08-04,,Japanese Stiltgrass,,
2022-08-05,,Japanese Stiltgrass,,
2022-08-05,,Japanese Stiltgrass,,
2022-08-06,,Japanese Stiltgrass,,
2022-08-09,,Japanese Stiltgrass,,
2022-08-11,,Japanese Stiltgrass,,
2022-08-11,,Water Chestnut,,
2022-08-11,,Japanese Stiltgrass,,
2022-08-14,,Water Chestnut,,
2022-08-15,,European Frogbit; Common Frogbit,,
2022-08-15,,Japanese Stiltgrass,,
2022-08-15,,Japanese Stiltgrass,,
2022-08-17,,Japanese Stiltgrass,,
2022-08-17,,Japanese Stiltgrass,,
2022-08-17,,Japanese Stiltgrass,,
2022-08-17,,Japanese Stiltgrass,,
2022-08-18,,Japanese Stiltgrass,,
2022-08-18,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-19,,Japanese Stiltgrass,,
2022-08-20,,Japanese Stiltgrass,,
2022-08-20,,Japanese Stiltgrass,,
2022-08-20,,Japanese Stiltgrass,,
2022-08-22,,Japanese Stiltgrass,,
2022-08-22,,Japanese Stiltgrass,,
2022-08-22,,Japanese Stiltgrass,,
2022-08-22,,Japanese Stiltgrass,,
2022-08-23,,Japanese Stiltgrass,,
2022-08-23,,Japanese Stiltgrass,,
2022-08-24,,Common Buckthorn,,
